id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords
32401,AU-SWB,small_airport,"Shaw River Airport",-21.5102996826172,119.361999511719,,OC,AU,AU-WA,"Shaw River",no,,SWB,,,,
32474,AU-TPR,small_airport,"Tom Price Airport",-22.746000289917,117.869003295898,2300,OC,AU,AU-WA,"Tom Price",no,,TPR,,,,
32486,AU-TWP,small_airport,"Torwood Airport",-17.3633003234863,143.75,,OC,AU,AU-QLD,Torwood,no,,TWP,,,,
32674,AU-WRW,small_airport,"Warrawagine Airport",-20.8442001342773,120.702003479004,,OC,AU,AU-WA,Warrawagine,no,,WRW,,,,
32677,AU-WSY,small_airport,"Whitsunday Airstrip",-20.2670001983643,148.75,60,OC,AU,AU-QLD,"Airlie Beach",no,,WSY,,,,
32752,AU-ZVG,small_airport,"Springvale Airport",-17.7868995666504,127.669998168945,,OC,AU,AU-WA,Springvale,no,,ZVG,,,,
53,AYBK,medium_airport,"Buka Airport",-5.4223198890686,154.673004150391,11,OC,PG,PG-NSA,"Buka Island",yes,AYBK,BUA,,,http://en.wikipedia.org/wiki/Buka_Airport,
54,AYCH,medium_airport,"Chimbu Airport",-6.02429008483887,144.970993041992,4974,OC,PG,PG-CPK,Kundiawa,yes,AYCH,CMU,,,http://en.wikipedia.org/wiki/Chimbu_Airport,
55,AYDU,medium_airport,"Daru Airport",-9.08675956726074,143.207992553711,20,OC,PG,PG-WPD,,yes,AYDU,DAU,,,http://en.wikipedia.org/wiki/Daru_Airport,
56,AYGA,medium_airport,"Goroka Airport",-6.08168983459473,145.391998291016,5282,OC,PG,PG-EHG,,yes,AYGA,GKA,,,http://en.wikipedia.org/wiki/Goroka_Airport,
57,AYGN,medium_airport,"Gurney Airport",-10.3114995956421,150.333999633789,88,OC,PG,PG-MBA,,yes,AYGN,GUR,,,http://en.wikipedia.org/wiki/Gurney_Airport,
58,AYGR,medium_airport,"Girua Airport",-8.80453968048096,148.309005737305,311,OC,PG,PG-NPP,,yes,AYGR,PNP,,,http://en.wikipedia.org/wiki/Girua_Airport,
59,AYHK,medium_airport,"Kimbe Airport",-5.46217012405396,150.404998779297,66,OC,PG,PG-WBK,Hoskins,yes,AYHK,HKN,,,http://en.wikipedia.org/wiki/Hoskins_Airport,
35188,AYKA,small_airport,"Losuia Airport",-8.50582027435303,151.080993652344,27,OC,PG,PG-MBA,Losuia,yes,AYKA,LSA,,,http://en.wikipedia.org/wiki/Losuia_Airport,"Formerly Kiriwina Airport"
35185,AYKI,small_airport,"Kiunga Airport",-6.12571001052856,141.281997680664,88,OC,PG,PG-WPD,Kiunga,yes,AYKI,UNG,,,http://en.wikipedia.org/wiki/Kiunga_Airport,
35184,AYKK,small_airport,"Kikori Airport",-7.42437982559204,144.250076293945,50,OC,PG,PG-GPK,Kikori,yes,AYKK,KRI,,,,
60,AYKM,medium_airport,"Kerema Airport",-7.96361017227173,145.77099609375,10,OC,PG,PG-GPK,,yes,AYKM,KMA,,,http://en.wikipedia.org/wiki/Kerema_Airport,
61,AYKV,medium_airport,"Kavieng Airport",-2.57940006256104,150.807998657227,7,OC,PG,PG-NIK,,yes,AYKV,KVG,,,http://en.wikipedia.org/wiki/Kavieng_Airport,
31837,AYKY,small_airport,"Londolovit Airport",-3.04361009597778,152.628997802734,167,OC,PG,PG-NIK,Londolovit,yes,AYKY,LNV,,,,"Lihir Island, Kunaye"
62,AYMD,medium_airport,"Madang Airport",-5.20707988739014,145.789001464844,20,OC,PG,PG-MPM,,yes,AYMD,MAG,,,http://en.wikipedia.org/wiki/Madang_Airport,
63,AYMH,medium_airport,"Mount Hagen Kagamuga Airport",-5.82678985595703,144.296005249023,5388,OC,PG,PG-WHM,"Mount Hagen",yes,AYMH,HGU,,,http://en.wikipedia.org/wiki/Mount_Hagen_Airport,
64,AYMN,medium_airport,"Mendi Airport",-6.14773988723755,143.656997680664,5680,OC,PG,PG-SHM,,yes,AYMN,MDU,,,http://en.wikipedia.org/wiki/Mendi_Airport,
65,AYMO,medium_airport,"Momote Airport",-2.06188988685608,147.42399597168,12,OC,PG,PG-MRL,,yes,AYMO,MAS,,,http://en.wikipedia.org/wiki/Momote_Airport,
31981,AYMR,small_airport,"Moro Airport",-6.36332988739014,143.238006591797,2740,OC,PG,PG-SHM,Moro,yes,AYMR,MXH,,,,
31911,AYMS,small_airport,"Misima Island Airport",-10.6892004013062,152.837997436523,26,OC,PG,PG-MBA,"Misima Island",yes,AYMS,MIS,,,,
66,AYNZ,medium_airport,"Lae Nadzab Airport",-6.5698299407959,146.725997924805,239,OC,PG,PG-MPL,,yes,AYNZ,LAE,,,http://en.wikipedia.org/wiki/Lae_Nadzab_Airport,MFO
67,AYPY,large_airport,"Port Moresby Jacksons International Airport",-9.44338035583496,147.220001220703,146,OC,PG,PG-NCD,"Port Moresby",yes,AYPY,POM,,,http://en.wikipedia.org/wiki/Jacksons_International_Airport,
32451,AYTA,small_airport,"Tari Airport",-5.84499979019165,142.947998046875,5500,OC,PG,PG-SHM,Tari,yes,AYTA,TIZ,,,,
32425,AYTB,small_airport,"Tabubil Airport",-5.27861022949219,141.225997924805,1570,OC,PG,PG-WPD,Tabubil,yes,AYTB,TBG,,,,
68,AYTK,medium_airport,"Tokua Airport",-4.3404598236084,152.380004882812,32,OC,PG,PG-EBR,,yes,AYTK,RAB,,,http://en.wikipedia.org/wiki/Rabaul_Airport,
69,AYVN,medium_airport,"Vanimo Airport",-2.69717001914978,141.302001953125,10,OC,PG,PG-SAN,,yes,AYVN,VAI,,,http://en.wikipedia.org/wiki/Vanimo_Airport,
70,AYWD,medium_airport,"Wapenamanda Airport",-5.64330005645752,143.895004272461,5889,OC,PG,PG-EPW,,yes,AYWD,WBM,,,http://en.wikipedia.org/wiki/Wapenamanda_Airport,
71,AYWK,medium_airport,"Wewak International Airport",-3.58383011817932,143.669006347656,19,OC,PG,PG-ESW,,yes,AYWK,WWK,,,http://en.wikipedia.org/wiki/Wewak_International_Airport,
27301,BCW,medium_airport,"Benguera Island Airport",-21.8533000946045,35.4383010864258,,AF,MZ,MZ-I,"Benguera Island",yes,,BCW,,,http://en.wikipedia.org/wiki/Benguera_Island_Airport,
31597,BG-HKV,small_airport,"Haskovo Airport",41.8717994689941,25.6047992706299,600,EU,BG,BG-26,Haskovo,no,,HKV,,,,"LB26, Malevo"
111,BG-JAM,medium_airport,"Bezmer Air Base",42.4548988342285,26.3521995544434,509,EU,BG,BG-28,Yambol,no,,JAM,,,http://en.wikipedia.org/wiki/Bezmer_Airbase,LB44
43329,BG-SZR,closed,"Stara Zagora Airport",42.7257995605469,26.0349998474121,643,EU,BG,BG-24,"Stara Zagora",no,LBSZ,SZR,,http://www.mt.government.bg/page.php?category=177&id=348,http://en.wikipedia.org/wiki/Stara_Zagora_Airport,
31697,BGAA,medium_airport,"Aasiaat Airport",68.7218017578125,-52.7846984863281,74,NA,GL,GL-U-A,Aasiaat,yes,BGAA,JEG,,http://airgreenland.com/om_rejsen/efter_rejsen/din_destination_/aasiaat/,http://en.wikipedia.org/wiki/Aasiaat_Airport,
43214,BGAG,heliport,"Aappilattoq Heliport",72.8869018554688,-55.5960998535156,42,NA,GL,GL-U-A,Qaasuitsup,yes,BGAG,AAP,,,http://en.wikipedia.org/wiki/Aappilattoq_(Qaasuitsup)_Heliport,
42247,BGAM,heliport,"Tasiilaq Heliport",65.6116027832031,-37.6195983886719,24,NA,GL,GL-U-A,Tasiilaq,no,BGAM,AGM,,http://airgreenland.com/om_rejsen/efter_rejsen/din_destination_/tasiilaq/,http://en.wikipedia.org/wiki/Tasiilaq_Heliport,"Ammassalik Island"
35285,BGAP,heliport,"Alluitsup Paa Heliport",60.4644012451172,-45.5778007507324,89,NA,GL,GL-U-A,"Alluitsup Paa",yes,BGAP,LLU,,,http://en.wikipedia.org/wiki/Alluitsup_Paa_Heliport,
113,BGBW,medium_airport,"Narsarsuaq Airport",61.1604995728,-45.4259986877,112,NA,GL,GL-U-A,Narsarsuaq,yes,BGBW,UAK,,,http://en.wikipedia.org/wiki/Narsarsuaq_Airport,
35299,BGCH,heliport,"Qasigiannguit Heliport",68.8171997070312,-51.1747016906738,70,NA,GL,GL-U-A,Qasigiannguit,yes,BGCH,JCH,,http://airgreenland.com/om_rejsen/efter_rejsen/din_destination_/qasigiannguit/,http://en.wikipedia.org/wiki/Qasigiannguit_Heliport,
30839,BGCO,small_airport,"Neerlerit Inaat Airport",70.7431030273438,-22.6504993438721,45,NA,GL,GL-U-A,"Neerlerit Inaat",yes,BGCO,CNP,,,,
35297,BGFH,heliport,"Paamiut Heliport",61.9921989440918,-49.6624984741211,,NA,GL,GL-U-A,Paamiut,yes,BGFH,JFR,,,,
114,BGGH,medium_airport,"Nuuk Airport",64.19090271,-51.6781005859,283,NA,GL,GL-U-A,Nuuk,yes,BGGH,GOH,,,http://en.wikipedia.org/wiki/Nuuk_Airport,
35300,BGGN,heliport,"Qeqertarsuaq Heliport",69.2510986328125,-53.5381011962891,9,NA,GL,GL-U-A,"Qeqertarsuaq Airport",yes,BGGN,JGO,,http://airgreenland.com/om_rejsen/efter_rejsen/din_destination_/qeqertarsuaq/,http://en.wikipedia.org/wiki/Qeqertarsuaq_Heliport,
43215,BGIA,heliport,"Ikerasak Heliport",70.4955596923828,-51.3030548095703,66,NA,GL,GL-U-A,Ikerasak,yes,BGIA,IKE,,,http://en.wikipedia.org/wiki/Ikerasak_Heliport,
35298,BGJH,heliport,"Qaqortoq Heliport",60.7158012390137,-46.0293998718262,53,NA,GL,GL-U-A,Qaqortoq,yes,BGJH,JJU,,http://airgreenland.com/om_rejsen/efter_rejsen/din_destination_/qaqortoq/,http://en.wikipedia.org/wiki/Qaqortoq_Heliport,
31694,BGJN,small_airport,"Ilulissat Airport",69.2432022094727,-51.0570983886719,95,NA,GL,GL-U-A,Ilulissat,yes,BGJN,JAV,,,,
31786,BGKK,small_airport,"Kulusuk Airport",65.573600769043,-37.1236000061035,117,NA,GL,GL-U-A,Kulusuk,yes,BGKK,KUS,,,,
43224,BGKL,heliport,"Upernavik Kujalleq Heliport",72.1566696167,-55.5333328247,92,NA,GL,GL-U-A,"Upernavik Kujalleq",no,BGKL,UPK,,,http://en.wikipedia.org/wiki/Upernavik_Kujalleq_Heliport,
43218,BGKQ,heliport,"Kullorsuaq Heliport",74.5790176391602,-57.2399711608887,148,NA,GL,GL-U-A,Kullorsuaq,no,BGKQ,KLQ,,,http://en.wikipedia.org/wiki/Kullorsuaq_Heliport,
43217,BGKS,heliport,"Kangersuatsiaq Heliport",72.3966674804688,-55.5550003051758,112,NA,GL,GL-U-A,Kangersuatsiaq,no,BGKS,KAQ,,,http://en.wikipedia.org/wiki/Kangersuatsiaq_Heliport,
43216,BGLL,heliport,"Illorsuit Heliport",71.2416687011719,-53.5666656494141,154,NA,GL,GL-U-A,Illorsuit,no,BGLL,ILL,,,http://en.wikipedia.org/wiki/Illorsuit_Heliport,
31711,BGMQ,small_airport,"Maniitsoq Airport",65.4124984741211,-52.9393997192383,91,NA,GL,GL-U-A,Maniitsoq,yes,BGMQ,JSU,,,,
35294,BGNN,heliport,"Nanortalik Heliport",60.1399993896484,-45.2317008972168,17,NA,GL,GL-U-A,Nanortalik,no,BGNN,JNN,,,http://en.wikipedia.org/wiki/Nanortalik_Heliport,
35295,BGNS,heliport,"Narsaq Heliport",60.9166984558105,-46.0586013793945,83,NA,GL,GL-U-A,Narsaq,yes,BGNS,JNS,,http://airgreenland.com/om_rejsen/efter_rejsen/din_destination_/narsaq/,http://en.wikipedia.org/wiki/Narsaq_Heliport,
43220,BGNU,heliport,"Nuussuaq Heliport",74.1100006103516,-57.064998626709,184,NA,GL,GL-U-A,Nuussuaq,no,BGNU,NUS,,,http://en.wikipedia.org/wiki/Nuussuaq_Heliport,
43221,BGQE,heliport,"Qeqertaq Heliport",69.9986419677734,-51.3020324707031,69,NA,GL,GL-U-A,Qeqertaq,no,BGQE,QQT,,,http://en.wikipedia.org/wiki/Qeqertaq_Heliport,
32004,BGQQ,small_airport,"Qaanaaq Airport",77.4886016845703,-69.3887023925781,51,NA,GL,GL-U-A,Qaanaaq,yes,BGQQ,NAQ,,,,
115,BGSF,medium_airport,"Kangerlussuaq Airport",67.0122218992,-50.7116031647,165,NA,GL,GL-U-A,Kangerlussuaq,yes,BGSF,SFJ,,,http://en.wikipedia.org/wiki/Kangerlussuaq_Airport,"Sondre Stromfjord"
35301,BGSQ,heliport,"Saqqaq Heliport",70.0167007446289,-51.9333000183105,38,NA,GL,GL-U-A,Saqqaq,yes,BGSQ,QUP,,,http://en.wikipedia.org/wiki/Saqqaq_Heliport,
31700,BGSS,small_airport,"Sisimiut Airport",66.951301574707,-53.7293014526367,33,NA,GL,GL-U-A,Sisimiut,yes,BGSS,JHS,,,,
116,BGTL,medium_airport,"Thule Air Base",76.5311965942383,-68.7032012939453,251,NA,GL,GL-U-A,Thule,yes,BGTL,THU,,,http://en.wikipedia.org/wiki/Thule_Air_Base,
31713,BGUK,small_airport,"Upernavik Airport",72.7901992797852,-56.1305999755859,414,NA,GL,GL-U-A,Upernavik,yes,BGUK,JUV,,,,
43225,BGUM,heliport,"Uummannaq Heliport",70.6797256469727,-52.1172218322754,50,NA,GL,GL-U-A,Uummannaq,yes,BGUM,UMD,,http://airgreenland.com/om_rejsen/efter_rejsen/din_destination_/uummannaq/,http://en.wikipedia.org/wiki/Uummannaq_Heliport,
31709,BGUQ,small_airport,"Qaarsut Airport",70.7341995239258,-52.6962013244629,289,NA,GL,GL-U-A,Uummannaq,yes,BGUQ,JQA,,,,
30705,BHL,small_airport,"BahÃ­a de los Ãngeles Airport",28.9785995483398,-113.560997009277,34,NA,MX,MX-BCN,"BahÃ­a de los Ãngeles",no,,BHL,,,http://en.wikipedia.org/wiki/Bah%C3%ADa_de_los_%C3%81ngeles_Airport,
117,BIAR,medium_airport,"Akureyri Airport",65.6600036621094,-18.0727005004883,6,EU,IS,IS-6,Akureyri,yes,BIAR,AEY,,,http://en.wikipedia.org/wiki/Akureyri_Airport,
118,BIBD,small_airport,"Bildudalur Airport",65.6412963867188,-23.546199798584,18,EU,IS,IS-4,Bildudalur,no,BIBD,BIU,,,,
30700,BIBF,small_airport,"BorgarfjÃ¶rÃ°ur eystri Airport",65.5164031982422,-13.8050003051758,80,EU,IS,IS-7,"BorgarfjÃ¶rÃ°ur eystri",no,BIBF,BGJ,,,,
30759,BIBK,small_airport,"BakkafjÃ¶rÃ°ur Airport",66.0218963623047,-14.8243999481201,14,EU,IS,IS-6,BakkafjÃ¶rÃ°ur,no,BIBK,BJD,,,,
30771,BIBL,small_airport,"Hjaltabakki Airport",65.6449966430664,-20.2875003814697,131,EU,IS,IS-5,BlÃ¶nduÃ³s,no,BIBL,BLO,,,,
30789,BIBR,small_airport,"BÃºÃ°ardalur Airport",65.0753021240234,-21.8003005981445,131,EU,IS,IS-3,BÃºÃ°ardalur,no,BIBR,BQD,,,,
30807,BIBV,small_airport,"BreiÃ°dalsvÃ­k Airport",64.7900009155273,-14.0228004455566,8,EU,IS,IS-7,BreiÃ°dalsvÃ­k,no,BIBV,BXV,,,,
30922,BIDV,small_airport,"DjÃºpivogur Airport",64.6442031860352,-14.2827997207642,9,EU,IS,IS-7,DjÃºpivogur,no,BIDV,DJU,,,,
119,BIEG,medium_airport,"EgilsstaÃ°ir Airport",65.2833023071289,-14.4013996124268,76,EU,IS,IS-7,EgilsstaÃ°ir,yes,BIEG,EGS,,,http://en.wikipedia.org/wiki/Egilssta%C3%B0ir_Airport,
31058,BIFF,small_airport,"FÃ¡skrÃºÃ°sfjÃ¶rÃ°ur Airport",64.9317016601562,-14.0606002807617,15,EU,IS,IS-7,FÃ¡skrÃºÃ°sfjÃ¶rÃ°ur,no,BIFF,FAS,,,,
31041,BIFM,small_airport,"FagurhÃ³lsmÃ½ri Airport",63.874698638916,-16.6410999298096,56,EU,IS,IS-7,FagurhÃ³lsmÃ½ri,no,BIFM,FAG,,,,
31559,BIGF,small_airport,"GrundarfjÃ¶rÃ°ur Airport",64.9914016723633,-23.2247009277344,17,EU,IS,IS-3,GrundarfjÃ¶rÃ°ur,no,BIGF,GUU,,,,
31531,BIGJ,small_airport,"GjÃ¶gur Airport",65.9953002929688,-21.3269004821777,83,EU,IS,IS-4,GjÃ¶gur,no,BIGJ,GJR,,,,
31549,BIGR,small_airport,"GrÃ­msey Airport",66.5547027587891,-18.0174999237061,66,EU,IS,IS-6,GrÃ­msey,yes,BIGR,GRY,,,,
31656,BIHK,small_airport,"HÃ³lmavÃ­k Airport",65.7046966552734,-21.6963996887207,90,EU,IS,IS-4,HÃ³lmavÃ­k,no,BIHK,HVK,,,,
120,BIHN,medium_airport,"Hornafjordur Airport",64.2956008911133,-15.2271995544434,24,EU,IS,IS-7,Hornafjordur,no,BIHN,HFN,,,,
121,BIHU,medium_airport,"Husavik Airport",65.9523010253906,-17.4260005950928,48,EU,IS,IS-6,Husavik,no,BIHU,HZK,,,,
31657,BIHV,small_airport,"KrÃ³kstaÃ°armelar Airport",65.2664031982422,-20.8469009399414,164,EU,IS,IS-5,Hvammstangi,no,BIHV,HVM,,,,
31603,BIID,small_airport,"IngjaldssanÃ°ur Airport",66.0500030517578,-23.6961002349854,70,EU,IS,IS-4,OnundarfjÃ¶rÃ°ur,no,BIID,HLO,,,,
122,BIIS,medium_airport,"ÃsafjÃ¶rÃ°ur Airport",66.0580978393555,-23.1352996826172,8,EU,IS,IS-4,"ÃsafjÃ¶rÃ°ur",yes,BIIS,IFJ,,,http://en.wikipedia.org/wiki/%C3%8Dsafj%C3%B6r%C3%B0ur_Airport,
123,BIKF,large_airport,"Keflavik International Airport",63.9850006103516,-22.6056003570557,171,EU,IS,IS-2,ReykjavÃ­k,yes,BIKF,KEF,,,http://en.wikipedia.org/wiki/Keflav%C3%ADk_International_Airport,"Keflavik Naval Air Station"
32121,BIKP,small_airport,"KÃ³pasker Airport",66.3107986450195,-16.4666996002197,20,EU,IS,IS-6,KÃ³pasker,no,BIKP,OPA,,,,
32246,BIKR,small_airport,"SauÃ°Ã¡rkrÃ³kur Airport",65.7316970825195,-19.5727996826172,8,EU,IS,IS-5,SauÃ°Ã¡rkrÃ³kur,no,BIKR,SAK,,,,
32044,BINF,small_airport,"NorÃ°fjÃ¶rÃ°ur Airport",65.1318969726562,-13.7463998794556,13,EU,IS,IS-7,NorÃ°fjÃ¶rÃ°ur,no,BINF,NOR,,,,
32096,BIOF,small_airport,"ÃlafsfjÃ¶rÃ°ur Airport",66.0832977294922,-18.6667003631592,32,EU,IS,IS-6,"ÃlafsfjÃ¶rÃ°ur",no,BIOF,OFJ,,,,
124,BIPA,medium_airport,"Patreksfjordur Airport",65.5558013916016,-23.9650001525879,11,EU,IS,IS-4,Patreksfjordur,no,BIPA,PFJ,,,,
32207,BIRE,small_airport,"ReykhÃ³lar Airport",65.4526290893555,-22.2061157226562,60,EU,IS,IS-4,ReykhÃ³lar,no,BIRE,RHA,,,,
32205,BIRG,small_airport,"RaufarhÃ¶fn Airport",66.4064025878906,-15.9182996749878,39,EU,IS,IS-6,RaufarhÃ¶fn,no,BIRG,RFN,,,,
125,BIRK,medium_airport,"Reykjavik Airport",64.129997253418,-21.9405994415283,48,EU,IS,IS-1,Reykjavik,yes,BIRK,REK,,,http://en.wikipedia.org/wiki/Reykjav%C3%ADk_Airport,
31973,BIRL,small_airport,"ReykjahlÃ­Ã° Airport",65.6557998657227,-16.9181003570557,1030,EU,IS,IS-6,Myvatn,no,BIRL,MVA,,,,
126,BISI,medium_airport,"Siglufjordur Airport",66.13330078125,-18.9167003631592,10,EU,IS,IS-6,Siglufjordur,no,BISI,SIJ,,,,
32415,BIST,small_airport,"StykkishÃ³lmur Airport",65.0580978393555,-22.7942008972168,42,EU,IS,IS-3,StykkishÃ³lmur,no,BIST,SYK,,,,
32436,BITE,small_airport,"Ãingeyri Airport",65.8703002929688,-23.5599994659424,65,EU,IS,IS-4,"Ãingeyri",no,BITE,TEY,,,,
42246,BITH,closed,"SauÃ°anes Airport",66.250602722168,-15.2672004699707,,EU,IS,IS-6,,no,BITH,THO,,,,
127,BITN,small_airport,"Thorshofn Airport",66.2184982299805,-15.335599899292,65,EU,IS,IS-6,Thorshofn,yes,BITN,THO,,,http://en.wikipedia.org/wiki/Thorshofn_Airport,
128,BIVM,medium_airport,"Vestmannaeyjar Airport",63.4243011474609,-20.2789001464844,326,EU,IS,IS-8,Vestmannaeyjar,no,BIVM,VEY,,,http://en.wikipedia.org/wiki/Vestmannaeyjar_Airport,
32593,BIVO,small_airport,"VopnafjÃ¶rÃ°ur Airport",65.7205963134766,-14.8506002426147,16,EU,IS,IS-7,VopnafjÃ¶rÃ°ur,yes,BIVO,VPN,,,,
4614,BKPR,large_airport,"PriÅ¡tina International Airport",42.5727996826172,21.0358009338379,1789,EU,KS,KS-U-A,Prishtina,yes,BKPR,PRN,,http://www.airportpristina.com/,http://en.wikipedia.org/wiki/Pri%C5%A1tina_International_Airport,"LYPR, Pristina, Slatina Air Base"
28482,BMQ,small_airport,"Bamburi Airport",-3.98190962373,39.7307682037,,AF,KE,KE-300,,no,,BMQ,,,,
41591,BO-0001,small_airport,"Rurenabaque Airport",-14.4279003143311,-67.4968032836914,676,SA,BO,BO-B,Rurenabaque,no,,RBQ,,,,
41590,BO-BVL,small_airport,"Baures Airport",-13.5833330154419,-63.5833320617676,470,SA,BO,BO-B,Baures,no,,BVL,,,,
30637,BR-ALT,closed,"Alenquer Airport",-1.91750001907349,-54.7210998535156,,SA,BR,BR-PA,Alenquer,no,,ALT,BR-A,,,
32402,BR-SWM,closed,"Suia-Missu Airport",-11.6716995239258,-51.434700012207,,SA,BR,BR-MT,"Alto Boa Vista",no,,SWM,,,,
35303,BS-NSB,seaplane_base,"Bimini North Seaplane Base",25.7670001983643,-79.25,,NA,BS,BS-BI,Bimini,yes,,NSB,,,,
31654,BW-HUK,small_airport,"Hukuntsi Airport",-23.9897003173828,21.7581005096436,,AF,BW,BW-KG,Hukuntsi,no,,HUK,,,,
44573,BZ-BCV,small_airport,"Belmopan Airport",17.2695999145508,-88.776496887207,,NA,BZ,BZ-CY,Belmopan,no,,BCV,,http://www.flightstats.com/go/Airport/airportDetails.do?airportCode=BCV,,
42216,BZ-BGK,medium_airport,"Big Creek Airport",16.5193691253662,-88.4079132080078,3,NA,BZ,BZ-SC,"Big Creek",yes,,BGK,,,http://en.wikipedia.org/wiki/Big_Creek_Airport_(Belize),
30861,BZ-CUK,medium_airport,"Caye Caulker Airport",17.7346992492676,-88.0325012207031,1,NA,BZ,BZ-BZ,"Caye Caulker",yes,,CUK,,,http://en.wikipedia.org/wiki/Caye_Caulker_Airport,
30867,BZ-CYC,medium_airport,"Caye Chapel Airport",17.7007999420166,-88.0410995483398,3,NA,BZ,BZ-BZ,"Caye Chapel",yes,,CYC,,,http://en.wikipedia.org/wiki/Caye_Chapel_Airport,
42209,BZ-CZH,medium_airport,"Corozal Municipal Airport",18.3822002410889,-88.4119033813477,40,NA,BZ,BZ-CZL,Corozal,yes,,CZH,,,http://en.wikipedia.org/wiki/Corozal_Airport,"Ranchito Airport"
42207,BZ-DGA,medium_airport,"Dangriga Airport",16.9825096130371,-88.2309875488281,508,NA,BZ,BZ-SC,Dangriga,yes,,DGA,,,http://en.wikipedia.org/wiki/Dangriga_Airport,"Stann Creek Airport"
42213,BZ-INB,small_airport,"Independence Airport",16.5345001220703,-88.4412994384766,18,NA,BZ,BZ-SC,Independence,no,,INB,,,,
42214,BZ-MDB,small_airport,"Melinda Airport",17.0042991638184,-88.30419921875,101,NA,BZ,BZ-SC,Melinda,no,,MDB,,,,
42212,BZ-ORZ,small_airport,"Orange Walk Airport",18.0467662811279,-88.583869934082,111,NA,BZ,BZ-OW,"Orange Walk",no,,ORZ,,,,
42217,BZ-PLJ,medium_airport,"Placencia Airport",16.5369567871094,-88.3615112304688,3,NA,BZ,BZ-SC,Placencia,yes,,PLJ,,,http://en.wikipedia.org/wiki/Placencia_Airport,
35305,BZ-PND,medium_airport,"Punta Gorda Airport",16.102399826,-88.8082962036,7,NA,BZ,BZ-TOL,"Punta Gorda",yes,,PND,,,http://en.wikipedia.org/wiki/Punta_Gorda_Airport,
42210,BZ-SJX,medium_airport,"Sartaneja Airport",18.3561000823975,-88.1307983398438,3,NA,BZ,BZ-CZL,Sartaneja,yes,,SJX,,,http://en.wikipedia.org/wiki/Sartaneja_Airport,
32370,BZ-SPR,medium_airport,"San Pedro Airport",17.9139003753662,-87.9710998535156,4,NA,BZ,BZ-CY,"San Pedro",yes,,SPR,,,http://en.wikipedia.org/wiki/San_Pedro_Airport,
42218,BZ-SQS,small_airport,"Matthew Spain Airport",17.1833324432373,-89.033332824707,416,NA,BZ,BZ-CY,"San Ignacio",no,,SQS,,,,
42211,BZ-STU,small_airport,"Santa Cruz Airport",18.2721004486084,-88.456298828125,18,NA,BZ,BZ-CZL,"Santa Cruz",no,,STU,,,,
42208,BZ-SVK,small_airport,"Silver Creek Airport",16.7252998352051,-88.3399963378906,216,NA,BZ,BZ-SC,"Silver Creek",no,,SVK,,,,
42215,BZ-TZA,medium_airport,"Belize City Municipal Airport",17.5163898468018,-88.1944427490234,16,NA,BZ,BZ-BZ,"Belize City",yes,,TZA,,,http://en.wikipedia.org/wiki/Belize_City_Municipal_Airport,
27300,BZB,medium_airport,"Bazaruto Island Airport",-21.5410995483398,35.472900390625,,AF,MZ,MZ-I,"Bazaruto Island",yes,,BZB,,,http://en.wikipedia.org/wiki/Bazaruto_Island_Airport,
40024,CA-0378,closed,"Terrace Bay Airport",48.8119789872,-87.0994377136,950,NA,CA,CA-ON,"Terrace Bay, ON",no,CYTJ,YTJ,,,,
28332,CAC8,seaplane_base,"Nanaimo Harbour Water Airport",49.1833000183,-123.949996948,,NA,CA,CA-BC,Nanaimo,yes,CAC8,ZNA,CAC8,,,
28465,CAE5,seaplane_base,"Whistler/Green Lake Water Aerodrome",50.1436004638672,-122.948997497559,2100,NA,CA,CA-BC,Whistler,yes,CAE5,YWS,CAE5,,http://en.wikipedia.org/wiki/Whistler/Green_Lake_Water_Aerodrome,
624,CAJ4,small_airport,"Anahim Lake Airport",52.4524993896484,-125.303001403809,3635,NA,CA,CA-BC,"Anahim Lake",yes,CAJ4,YAA,CAJ4,,http://en.wikipedia.org/wiki/Anahim_Lake_Airport,AJ4
743,CCA6,small_airport,"Williams Harbour Airport",52.5668983459473,-55.7846984863281,70,NA,CA,CA-NL,"Williams Harbour",yes,CCA6,YWM,CCA6,,http://en.wikipedia.org/wiki/Williams_Harbour_Airport,CA6
764,CCK4,small_airport,"St. Lewis (Fox Harbour) Airport",52.3727989196777,-55.673900604248,74,NA,CA,CA-NL,"St. Lewis",yes,CCK4,YFX,CCK4,,http://en.wikipedia.org/wiki/St._Lewis_(Fox_Harbour)_Airport,CK4
771,CCP4,small_airport,"Port Hope Simpson Airport",52.5280990600586,-56.2860984802246,347,NA,CA,CA-NL,"Port Hope Simpson",yes,CCP4,YHA,CCP4,,http://en.wikipedia.org/wiki/Port_Hope_Simpson_Airport,CP4
793,CCZ2,small_airport,"Rigolet Airport",54.1796989440918,-58.4575004577637,180,NA,CA,CA-NL,Rigolet,yes,CCZ2,YRG,CCZ2,,http://en.wikipedia.org/wiki/Rigolet_Airport,CZ2
16708,CDK,small_airport,"George T Lewis Airport",29.1352567648,-83.0483901501,11,NA,US,US-FL,"Cedar Key",no,KCDK,CDK,CDK,,,
